site,date,BLUE,GREEN,NIR,RED,SWIR1,SWIR2
IDS36,2000-11-02,NA,471,NA,NA,NA,1318
IDS36,2000-11-02,NA,471,NA,NA,2105,NA
IDS36,2000-11-02,NA,471,NA,NA,2105,1318
IDS36,2000-11-02,NA,471,NA,565,NA,NA
IDS36,2000-11-02,NA,471,NA,565,NA,1318
IDS36,2000-11-02,NA,471,NA,565,2105,NA
IDS36,2000-11-02,NA,471,NA,565,2105,1318
IDS36,2000-11-02,NA,471,1560,NA,NA,NA
IDS36,2000-11-02,NA,471,1560,NA,NA,1318
IDS36,2000-11-02,NA,471,1560,NA,2105,NA
IDS36,2000-11-02,NA,471,1560,NA,2105,1318
IDS36,2000-11-02,NA,471,1560,565,NA,NA
IDS36,2000-11-02,NA,471,1560,565,NA,1318
IDS36,2000-11-02,NA,471,1560,565,2105,NA
IDS36,2000-11-02,NA,471,1560,565,2105,1318
IDS36,2000-11-02,366,NA,NA,NA,NA,NA
IDS36,2000-11-02,366,NA,NA,NA,NA,1318
IDS36,2000-11-02,366,NA,NA,NA,2105,NA
IDS36,2000-11-02,366,NA,NA,NA,2105,1318
IDS36,2000-11-02,366,NA,NA,565,NA,NA
IDS36,2000-11-02,366,NA,NA,565,NA,1318
IDS36,2000-11-02,366,NA,NA,565,2105,NA
IDS36,2000-11-02,366,NA,NA,565,2105,1318
IDS36,2000-11-02,366,NA,1560,NA,NA,NA
IDS36,2000-11-02,366,NA,1560,NA,NA,1318
IDS36,2000-11-02,366,NA,1560,NA,2105,NA
IDS36,2000-11-02,366,NA,1560,NA,2105,1318
IDS36,2000-11-02,366,NA,1560,565,NA,NA
IDS36,2000-11-02,366,NA,1560,565,NA,1318
IDS36,2000-11-02,366,NA,1560,565,2105,NA
IDS36,2000-11-02,366,NA,1560,565,2105,1318
IDS36,2000-11-02,366,471,NA,NA,NA,NA
IDS36,2000-11-02,366,471,NA,NA,NA,1318
IDS36,2000-11-02,366,471,NA,NA,2105,NA
IDS36,2000-11-02,366,471,NA,NA,2105,1318
IDS36,2000-11-02,366,471,NA,565,NA,NA
IDS36,2000-11-02,366,471,NA,565,NA,1318
IDS36,2000-11-02,366,471,NA,565,2105,NA
IDS36,2000-11-02,366,471,NA,565,2105,1318
IDS36,2000-11-02,366,471,1560,NA,NA,NA
IDS36,2000-11-02,366,471,1560,NA,NA,1318
IDS36,2000-11-02,366,471,1560,NA,2105,NA
IDS36,2000-11-02,366,471,1560,NA,2105,1318
IDS36,2000-11-02,366,471,1560,565,NA,NA
IDS36,2000-11-02,366,471,1560,565,NA,1318
IDS36,2000-11-02,366,471,1560,565,2105,NA
IDS36,2000-11-02,366,471,1560,565,2105,1318
IDS36,2000-11-17,708,508,833,446,738,466
IDS36,2001-01-12,1337,1452,1861,1439,762,635
IDS36,2001-02-21,447,495,1532,704,2015,1379
IDS36,2001-02-21,447,495,1532,704,2015,1355
IDS36,2001-02-21,447,495,1532,704,1973,1379
IDS36,2001-02-21,447,495,1532,704,1973,1355
IDS36,2001-02-21,447,495,1532,679,2015,1379
IDS36,2001-02-21,447,495,1532,679,2015,1355
IDS36,2001-02-21,447,495,1532,679,1973,1379
IDS36,2001-02-21,447,495,1532,679,1973,1355
IDS36,2001-02-21,447,495,1507,704,2015,1379
IDS36,2001-02-21,447,495,1507,704,2015,1355
IDS36,2001-02-21,447,495,1507,704,1973,1379
IDS36,2001-02-21,447,495,1507,704,1973,1355
IDS36,2001-02-21,447,495,1507,679,2015,1379
IDS36,2001-02-21,447,495,1507,679,2015,1355
IDS36,2001-02-21,447,495,1507,679,1973,1379
IDS36,2001-02-21,447,495,1507,679,1973,1355
IDS36,2001-02-21,447,470,1532,704,2015,1379
IDS36,2001-02-21,447,470,1532,704,2015,1355
IDS36,2001-02-21,447,470,1532,704,1973,1379
IDS36,2001-02-21,447,470,1532,704,1973,1355
IDS36,2001-02-21,447,470,1532,679,2015,1379
IDS36,2001-02-21,447,470,1532,679,2015,1355
IDS36,2001-02-21,447,470,1532,679,1973,1379
IDS36,2001-02-21,447,470,1532,679,1973,1355
IDS36,2001-02-21,447,470,1507,704,2015,1379
IDS36,2001-02-21,447,470,1507,704,2015,1355
IDS36,2001-02-21,447,470,1507,704,1973,1379
IDS36,2001-02-21,447,470,1507,704,1973,1355
IDS36,2001-02-21,447,470,1507,679,2015,1379
IDS36,2001-02-21,447,470,1507,679,2015,1355
IDS36,2001-02-21,447,470,1507,679,1973,1379
IDS36,2001-02-21,447,470,1507,679,1973,1355
IDS36,2001-02-21,418,495,1532,704,2015,1379
IDS36,2001-02-21,418,495,1532,704,2015,1355
IDS36,2001-02-21,418,495,1532,704,1973,1379
IDS36,2001-02-21,418,495,1532,704,1973,1355
IDS36,2001-02-21,418,495,1532,679,2015,1379
IDS36,2001-02-21,418,495,1532,679,2015,1355
IDS36,2001-02-21,418,495,1532,679,1973,1379
IDS36,2001-02-21,418,495,1532,679,1973,1355
IDS36,2001-02-21,418,495,1507,704,2015,1379
IDS36,2001-02-21,418,495,1507,704,2015,1355
IDS36,2001-02-21,418,495,1507,704,1973,1379
IDS36,2001-02-21,418,495,1507,704,1973,1355
IDS36,2001-02-21,418,495,1507,679,2015,1379
IDS36,2001-02-21,418,495,1507,679,2015,1355
IDS36,2001-02-21,418,495,1507,679,1973,1379
IDS36,2001-02-21,418,495,1507,679,1973,1355
IDS36,2001-02-21,418,470,1532,704,2015,1379
IDS36,2001-02-21,418,470,1532,704,2015,1355
IDS36,2001-02-21,418,470,1532,704,1973,1379
IDS36,2001-02-21,418,470,1532,704,1973,1355
IDS36,2001-02-21,418,470,1532,679,2015,1379
IDS36,2001-02-21,418,470,1532,679,2015,1355
IDS36,2001-02-21,418,470,1532,679,1973,1379
IDS36,2001-02-21,418,470,1532,679,1973,1355
IDS36,2001-02-21,418,470,1507,704,2015,1379
IDS36,2001-02-21,418,470,1507,704,2015,1355
IDS36,2001-02-21,418,470,1507,704,1973,1379
IDS36,2001-02-21,418,470,1507,704,1973,1355
IDS36,2001-02-21,418,470,1507,679,2015,1379
IDS36,2001-02-21,418,470,1507,679,2015,1355
IDS36,2001-02-21,418,470,1507,679,1973,1379
IDS36,2001-02-21,418,470,1507,679,1973,1355
IDS36,2001-03-01,600,709,1699,857,2268,1570
IDS36,2001-03-01,600,709,1699,857,2268,1495
IDS36,2001-03-01,600,709,1699,857,2204,1570
IDS36,2001-03-01,600,709,1699,857,2204,1495
IDS36,2001-03-01,600,709,1699,782,2268,1570
IDS36,2001-03-01,600,709,1699,782,2268,1495
IDS36,2001-03-01,600,709,1699,782,2204,1570
IDS36,2001-03-01,600,709,1699,782,2204,1495
IDS36,2001-03-01,600,709,1655,857,2268,1570
IDS36,2001-03-01,600,709,1655,857,2268,1495
IDS36,2001-03-01,600,709,1655,857,2204,1570
IDS36,2001-03-01,600,709,1655,857,2204,1495
IDS36,2001-03-01,600,709,1655,782,2268,1570
IDS36,2001-03-01,600,709,1655,782,2268,1495
IDS36,2001-03-01,600,709,1655,782,2204,1570
IDS36,2001-03-01,600,709,1655,782,2204,1495
IDS36,2001-03-01,600,669,1699,857,2268,1570
IDS36,2001-03-01,600,669,1699,857,2268,1495
IDS36,2001-03-01,600,669,1699,857,2204,1570
IDS36,2001-03-01,600,669,1699,857,2204,1495
IDS36,2001-03-01,600,669,1699,782,2268,1570
IDS36,2001-03-01,600,669,1699,782,2268,1495
IDS36,2001-03-01,600,669,1699,782,2204,1570
IDS36,2001-03-01,600,669,1699,782,2204,1495
IDS36,2001-03-01,600,669,1655,857,2268,1570
IDS36,2001-03-01,600,669,1655,857,2268,1495
IDS36,2001-03-01,600,669,1655,857,2204,1570
IDS36,2001-03-01,600,669,1655,857,2204,1495
IDS36,2001-03-01,600,669,1655,782,2268,1570
IDS36,2001-03-01,600,669,1655,782,2268,1495
IDS36,2001-03-01,600,669,1655,782,2204,1570
IDS36,2001-03-01,600,669,1655,782,2204,1495
IDS36,2001-03-01,561,709,1699,857,2268,1570
IDS36,2001-03-01,561,709,1699,857,2268,1495
IDS36,2001-03-01,561,709,1699,857,2204,1570
IDS36,2001-03-01,561,709,1699,857,2204,1495
IDS36,2001-03-01,561,709,1699,782,2268,1570
IDS36,2001-03-01,561,709,1699,782,2268,1495
IDS36,2001-03-01,561,709,1699,782,2204,1570
IDS36,2001-03-01,561,709,1699,782,2204,1495
IDS36,2001-03-01,561,709,1655,857,2268,1570
IDS36,2001-03-01,561,709,1655,857,2268,1495
IDS36,2001-03-01,561,709,1655,857,2204,1570
IDS36,2001-03-01,561,709,1655,857,2204,1495
IDS36,2001-03-01,561,709,1655,782,2268,1570
IDS36,2001-03-01,561,709,1655,782,2268,1495
IDS36,2001-03-01,561,709,1655,782,2204,1570
IDS36,2001-03-01,561,709,1655,782,2204,1495
IDS36,2001-03-01,561,669,1699,857,2268,1570
IDS36,2001-03-01,561,669,1699,857,2268,1495
IDS36,2001-03-01,561,669,1699,857,2204,1570
IDS36,2001-03-01,561,669,1699,857,2204,1495
IDS36,2001-03-01,561,669,1699,782,2268,1570
IDS36,2001-03-01,561,669,1699,782,2268,1495
IDS36,2001-03-01,561,669,1699,782,2204,1570
IDS36,2001-03-01,561,669,1699,782,2204,1495
IDS36,2001-03-01,561,669,1655,857,2268,1570
IDS36,2001-03-01,561,669,1655,857,2268,1495
IDS36,2001-03-01,561,669,1655,857,2204,1570
IDS36,2001-03-01,561,669,1655,857,2204,1495
IDS36,2001-03-01,561,669,1655,782,2268,1570
IDS36,2001-03-01,561,669,1655,782,2268,1495
IDS36,2001-03-01,561,669,1655,782,2204,1570
IDS36,2001-03-01,561,669,1655,782,2204,1495
IDS36,2001-03-18,532,603,1702,754,1926,1178
IDS36,2001-04-03,667,746,2094,968,2839,1902
IDS36,2001-04-26,445,620,1959,833,2849,1935
IDS36,2001-04-26,445,620,1959,833,2849,1918
IDS36,2001-04-26,445,620,1959,833,2825,1935
IDS36,2001-04-26,445,620,1959,833,2825,1918
IDS36,2001-04-26,445,620,1959,817,2849,1935
IDS36,2001-04-26,445,620,1959,817,2849,1918
IDS36,2001-04-26,445,620,1959,817,2825,1935
IDS36,2001-04-26,445,620,1959,817,2825,1918
IDS36,2001-04-26,445,620,1940,833,2849,1935
IDS36,2001-04-26,445,620,1940,833,2849,1918
IDS36,2001-04-26,445,620,1940,833,2825,1935
IDS36,2001-04-26,445,620,1940,833,2825,1918
IDS36,2001-04-26,445,620,1940,817,2849,1935
IDS36,2001-04-26,445,620,1940,817,2849,1918
IDS36,2001-04-26,445,620,1940,817,2825,1935
IDS36,2001-04-26,445,620,1940,817,2825,1918
IDS36,2001-04-26,445,578,1959,833,2849,1935
IDS36,2001-04-26,445,578,1959,833,2849,1918
IDS36,2001-04-26,445,578,1959,833,2825,1935
IDS36,2001-04-26,445,578,1959,833,2825,1918
IDS36,2001-04-26,445,578,1959,817,2849,1935
IDS36,2001-04-26,445,578,1959,817,2849,1918
IDS36,2001-04-26,445,578,1959,817,2825,1935
IDS36,2001-04-26,445,578,1959,817,2825,1918
IDS36,2001-04-26,445,578,1940,833,2849,1935
IDS36,2001-04-26,445,578,1940,833,2849,1918
IDS36,2001-04-26,445,578,1940,833,2825,1935
IDS36,2001-04-26,445,578,1940,833,2825,1918
IDS36,2001-04-26,445,578,1940,817,2849,1935
IDS36,2001-04-26,445,578,1940,817,2849,1918
IDS36,2001-04-26,445,578,1940,817,2825,1935
IDS36,2001-04-26,445,578,1940,817,2825,1918
IDS36,2001-04-26,417,620,1959,833,2849,1935
IDS36,2001-04-26,417,620,1959,833,2849,1918
IDS36,2001-04-26,417,620,1959,833,2825,1935
IDS36,2001-04-26,417,620,1959,833,2825,1918
IDS36,2001-04-26,417,620,1959,817,2849,1935
IDS36,2001-04-26,417,620,1959,817,2849,1918
IDS36,2001-04-26,417,620,1959,817,2825,1935
IDS36,2001-04-26,417,620,1959,817,2825,1918
IDS36,2001-04-26,417,620,1940,833,2849,1935
IDS36,2001-04-26,417,620,1940,833,2849,1918
IDS36,2001-04-26,417,620,1940,833,2825,1935
IDS36,2001-04-26,417,620,1940,833,2825,1918
IDS36,2001-04-26,417,620,1940,817,2849,1935
IDS36,2001-04-26,417,620,1940,817,2849,1918
IDS36,2001-04-26,417,620,1940,817,2825,1935
IDS36,2001-04-26,417,620,1940,817,2825,1918
IDS36,2001-04-26,417,578,1959,833,2849,1935
IDS36,2001-04-26,417,578,1959,833,2849,1918
IDS36,2001-04-26,417,578,1959,833,2825,1935
IDS36,2001-04-26,417,578,1959,833,2825,1918
IDS36,2001-04-26,417,578,1959,817,2849,1935
IDS36,2001-04-26,417,578,1959,817,2849,1918
IDS36,2001-04-26,417,578,1959,817,2825,1935
IDS36,2001-04-26,417,578,1959,817,2825,1918
IDS36,2001-04-26,417,578,1940,833,2849,1935
IDS36,2001-04-26,417,578,1940,833,2849,1918
IDS36,2001-04-26,417,578,1940,833,2825,1935
IDS36,2001-04-26,417,578,1940,833,2825,1918
IDS36,2001-04-26,417,578,1940,817,2849,1935
IDS36,2001-04-26,417,578,1940,817,2849,1918
IDS36,2001-04-26,417,578,1940,817,2825,1935
IDS36,2001-04-26,417,578,1940,817,2825,1918
IDS36,2001-04-27,604,818,2242,990,2708,1867
IDS36,2001-05-13,351,708,3365,510,2079,1100
IDS36,2001-06-05,334,556,4647,334,1919,780
IDS36,2001-06-05,334,556,4647,334,1919,786
IDS36,2001-06-05,334,556,4647,334,1913,780
IDS36,2001-06-05,334,556,4647,334,1913,786
IDS36,2001-06-05,334,556,4647,331,1919,780
IDS36,2001-06-05,334,556,4647,331,1919,786
IDS36,2001-06-05,334,556,4647,331,1913,780
IDS36,2001-06-05,334,556,4647,331,1913,786
IDS36,2001-06-05,334,556,4655,334,1919,780
IDS36,2001-06-05,334,556,4655,334,1919,786
IDS36,2001-06-05,334,556,4655,334,1913,780
IDS36,2001-06-05,334,556,4655,334,1913,786
IDS36,2001-06-05,334,556,4655,331,1919,780
IDS36,2001-06-05,334,556,4655,331,1919,786
IDS36,2001-06-05,334,556,4655,331,1913,780
IDS36,2001-06-05,334,556,4655,331,1913,786
IDS36,2001-06-05,334,551,4647,334,1919,780
IDS36,2001-06-05,334,551,4647,334,1919,786
IDS36,2001-06-05,334,551,4647,334,1913,780
IDS36,2001-06-05,334,551,4647,334,1913,786
IDS36,2001-06-05,334,551,4647,331,1919,780
IDS36,2001-06-05,334,551,4647,331,1919,786
IDS36,2001-06-05,334,551,4647,331,1913,780
IDS36,2001-06-05,334,551,4647,331,1913,786
IDS36,2001-06-05,334,551,4655,334,1919,780
IDS36,2001-06-05,334,551,4655,334,1919,786
IDS36,2001-06-05,334,551,4655,334,1913,780
IDS36,2001-06-05,334,551,4655,334,1913,786
IDS36,2001-06-05,334,551,4655,331,1919,780
IDS36,2001-06-05,334,551,4655,331,1919,786
IDS36,2001-06-05,334,551,4655,331,1913,780
IDS36,2001-06-05,334,551,4655,331,1913,786
IDS36,2001-06-05,311,556,4647,334,1919,780
IDS36,2001-06-05,311,556,4647,334,1919,786
IDS36,2001-06-05,311,556,4647,334,1913,780
IDS36,2001-06-05,311,556,4647,334,1913,786
IDS36,2001-06-05,311,556,4647,331,1919,780
IDS36,2001-06-05,311,556,4647,331,1919,786
IDS36,2001-06-05,311,556,4647,331,1913,780
IDS36,2001-06-05,311,556,4647,331,1913,786
IDS36,2001-06-05,311,556,4655,334,1919,780
IDS36,2001-06-05,311,556,4655,334,1919,786
IDS36,2001-06-05,311,556,4655,334,1913,780
IDS36,2001-06-05,311,556,4655,334,1913,786
IDS36,2001-06-05,311,556,4655,331,1919,780
IDS36,2001-06-05,311,556,4655,331,1919,786
IDS36,2001-06-05,311,556,4655,331,1913,780
IDS36,2001-06-05,311,556,4655,331,1913,786
IDS36,2001-06-05,311,551,4647,334,1919,780
IDS36,2001-06-05,311,551,4647,334,1919,786
IDS36,2001-06-05,311,551,4647,334,1913,780
IDS36,2001-06-05,311,551,4647,334,1913,786
IDS36,2001-06-05,311,551,4647,331,1919,780
IDS36,2001-06-05,311,551,4647,331,1919,786
IDS36,2001-06-05,311,551,4647,331,1913,780
IDS36,2001-06-05,311,551,4647,331,1913,786
IDS36,2001-06-05,311,551,4655,334,1919,780
IDS36,2001-06-05,311,551,4655,334,1919,786
IDS36,2001-06-05,311,551,4655,334,1913,780
IDS36,2001-06-05,311,551,4655,334,1913,786
IDS36,2001-06-05,311,551,4655,331,1919,780
IDS36,2001-06-05,311,551,4655,331,1919,786
IDS36,2001-06-05,311,551,4655,331,1913,780
IDS36,2001-06-05,311,551,4655,331,1913,786
IDS36,2001-06-14,1127,984,5513,680,2239,848
IDS36,2001-06-29,325,474,4767,208,1911,702
IDS36,2001-06-29,325,474,4767,208,1911,700
IDS36,2001-06-29,325,474,4767,208,1903,702
IDS36,2001-06-29,325,474,4767,208,1903,700
IDS36,2001-06-29,325,474,4767,206,1911,702
IDS36,2001-06-29,325,474,4767,206,1911,700
IDS36,2001-06-29,325,474,4767,206,1903,702
IDS36,2001-06-29,325,474,4767,206,1903,700
IDS36,2001-06-29,325,474,4711,208,1911,702
IDS36,2001-06-29,325,474,4711,208,1911,700
IDS36,2001-06-29,325,474,4711,208,1903,702
IDS36,2001-06-29,325,474,4711,208,1903,700
IDS36,2001-06-29,325,474,4711,206,1911,702
IDS36,2001-06-29,325,474,4711,206,1911,700
IDS36,2001-06-29,325,474,4711,206,1903,702
IDS36,2001-06-29,325,474,4711,206,1903,700
IDS36,2001-06-29,325,469,4767,208,1911,702
IDS36,2001-06-29,325,469,4767,208,1911,700
IDS36,2001-06-29,325,469,4767,208,1903,702
IDS36,2001-06-29,325,469,4767,208,1903,700
IDS36,2001-06-29,325,469,4767,206,1911,702
IDS36,2001-06-29,325,469,4767,206,1911,700
IDS36,2001-06-29,325,469,4767,206,1903,702
IDS36,2001-06-29,325,469,4767,206,1903,700
IDS36,2001-06-29,325,469,4711,208,1911,702
IDS36,2001-06-29,325,469,4711,208,1911,700
IDS36,2001-06-29,325,469,4711,208,1903,702
IDS36,2001-06-29,325,469,4711,208,1903,700
IDS36,2001-06-29,325,469,4711,206,1911,702
IDS36,2001-06-29,325,469,4711,206,1911,700
IDS36,2001-06-29,325,469,4711,206,1903,702
IDS36,2001-06-29,325,469,4711,206,1903,700
IDS36,2001-06-29,319,474,4767,208,1911,702
IDS36,2001-06-29,319,474,4767,208,1911,700
IDS36,2001-06-29,319,474,4767,208,1903,702
IDS36,2001-06-29,319,474,4767,208,1903,700
IDS36,2001-06-29,319,474,4767,206,1911,702
IDS36,2001-06-29,319,474,4767,206,1911,700
IDS36,2001-06-29,319,474,4767,206,1903,702
IDS36,2001-06-29,319,474,4767,206,1903,700
IDS36,2001-06-29,319,474,4711,208,1911,702
IDS36,2001-06-29,319,474,4711,208,1911,700
IDS36,2001-06-29,319,474,4711,208,1903,702
IDS36,2001-06-29,319,474,4711,208,1903,700
IDS36,2001-06-29,319,474,4711,206,1911,702
IDS36,2001-06-29,319,474,4711,206,1911,700
IDS36,2001-06-29,319,474,4711,206,1903,702
IDS36,2001-06-29,319,474,4711,206,1903,700
IDS36,2001-06-29,319,469,4767,208,1911,702
IDS36,2001-06-29,319,469,4767,208,1911,700
IDS36,2001-06-29,319,469,4767,208,1903,702
IDS36,2001-06-29,319,469,4767,208,1903,700
IDS36,2001-06-29,319,469,4767,206,1911,702
IDS36,2001-06-29,319,469,4767,206,1911,700
IDS36,2001-06-29,319,469,4767,206,1903,702
IDS36,2001-06-29,319,469,4767,206,1903,700
IDS36,2001-06-29,319,469,4711,208,1911,702
IDS36,2001-06-29,319,469,4711,208,1911,700
IDS36,2001-06-29,319,469,4711,208,1903,702
IDS36,2001-06-29,319,469,4711,208,1903,700
IDS36,2001-06-29,319,469,4711,206,1911,702
IDS36,2001-06-29,319,469,4711,206,1911,700
IDS36,2001-06-29,319,469,4711,206,1903,702
IDS36,2001-06-29,319,469,4711,206,1903,700
IDS36,2001-07-07,181,337,4347,249,1757,649
IDS36,2001-07-07,181,337,4347,249,1757,646
IDS36,2001-07-07,181,337,4347,249,1725,649
IDS36,2001-07-07,181,337,4347,249,1725,646
IDS36,2001-07-07,181,337,4347,247,1757,649
IDS36,2001-07-07,181,337,4347,247,1757,646
IDS36,2001-07-07,181,337,4347,247,1725,649
IDS36,2001-07-07,181,337,4347,247,1725,646
IDS36,2001-07-07,181,337,4323,249,1757,649
IDS36,2001-07-07,181,337,4323,249,1757,646
IDS36,2001-07-07,181,337,4323,249,1725,649
IDS36,2001-07-07,181,337,4323,249,1725,646
IDS36,2001-07-07,181,337,4323,247,1757,649
IDS36,2001-07-07,181,337,4323,247,1757,646
IDS36,2001-07-07,181,337,4323,247,1725,649
IDS36,2001-07-07,181,337,4323,247,1725,646
IDS36,2001-07-07,181,334,4347,249,1757,649
IDS36,2001-07-07,181,334,4347,249,1757,646
IDS36,2001-07-07,181,334,4347,249,1725,649
IDS36,2001-07-07,181,334,4347,249,1725,646
IDS36,2001-07-07,181,334,4347,247,1757,649
IDS36,2001-07-07,181,334,4347,247,1757,646
IDS36,2001-07-07,181,334,4347,247,1725,649
IDS36,2001-07-07,181,334,4347,247,1725,646
IDS36,2001-07-07,181,334,4323,249,1757,649
IDS36,2001-07-07,181,334,4323,249,1757,646
IDS36,2001-07-07,181,334,4323,249,1725,649
IDS36,2001-07-07,181,334,4323,249,1725,646
IDS36,2001-07-07,181,334,4323,247,1757,649
IDS36,2001-07-07,181,334,4323,247,1757,646
IDS36,2001-07-07,181,334,4323,247,1725,649
IDS36,2001-07-07,181,334,4323,247,1725,646
IDS36,2001-07-07,177,337,4347,249,1757,649
IDS36,2001-07-07,177,337,4347,249,1757,646
IDS36,2001-07-07,177,337,4347,249,1725,649
IDS36,2001-07-07,177,337,4347,249,1725,646
IDS36,2001-07-07,177,337,4347,247,1757,649
IDS36,2001-07-07,177,337,4347,247,1757,646
IDS36,2001-07-07,177,337,4347,247,1725,649
IDS36,2001-07-07,177,337,4347,247,1725,646
IDS36,2001-07-07,177,337,4323,249,1757,649
IDS36,2001-07-07,177,337,4323,249,1757,646
IDS36,2001-07-07,177,337,4323,249,1725,649
IDS36,2001-07-07,177,337,4323,249,1725,646
IDS36,2001-07-07,177,337,4323,247,1757,649
IDS36,2001-07-07,177,337,4323,247,1757,646
IDS36,2001-07-07,177,337,4323,247,1725,649
IDS36,2001-07-07,177,337,4323,247,1725,646
IDS36,2001-07-07,177,334,4347,249,1757,649
IDS36,2001-07-07,177,334,4347,249,1757,646
IDS36,2001-07-07,177,334,4347,249,1725,649
IDS36,2001-07-07,177,334,4347,249,1725,646
IDS36,2001-07-07,177,334,4347,247,1757,649
IDS36,2001-07-07,177,334,4347,247,1757,646
IDS36,2001-07-07,177,334,4347,247,1725,649
IDS36,2001-07-07,177,334,4347,247,1725,646
IDS36,2001-07-07,177,334,4323,249,1757,649
IDS36,2001-07-07,177,334,4323,249,1757,646
IDS36,2001-07-07,177,334,4323,249,1725,649
IDS36,2001-07-07,177,334,4323,249,1725,646
IDS36,2001-07-07,177,334,4323,247,1757,649
IDS36,2001-07-07,177,334,4323,247,1757,646
IDS36,2001-07-07,177,334,4323,247,1725,649
IDS36,2001-07-07,177,334,4323,247,1725,646
IDS36,2001-07-15,180,315,4450,128,1728,616
IDS36,2001-07-16,754,734,4938,613,2020,819
IDS36,2001-07-23,396,472,4577,275,1906,570
IDS36,2001-07-24,358,477,4567,265,1857,721
IDS36,2001-08-08,560,538,4731,377,2132,753
IDS36,2001-08-08,560,538,4731,377,2132,747
IDS36,2001-08-08,560,538,4731,377,2087,753
IDS36,2001-08-08,560,538,4731,377,2087,747
IDS36,2001-08-08,560,538,4731,371,2132,753
IDS36,2001-08-08,560,538,4731,371,2132,747
IDS36,2001-08-08,560,538,4731,371,2087,753
IDS36,2001-08-08,560,538,4731,371,2087,747
IDS36,2001-08-08,560,538,4646,377,2132,753
IDS36,2001-08-08,560,538,4646,377,2132,747
IDS36,2001-08-08,560,538,4646,377,2087,753
IDS36,2001-08-08,560,538,4646,377,2087,747
IDS36,2001-08-08,560,538,4646,371,2132,753
IDS36,2001-08-08,560,538,4646,371,2132,747
IDS36,2001-08-08,560,538,4646,371,2087,753
IDS36,2001-08-08,560,538,4646,371,2087,747
IDS36,2001-08-08,560,527,4731,377,2132,753
IDS36,2001-08-08,560,527,4731,377,2132,747
IDS36,2001-08-08,560,527,4731,377,2087,753
IDS36,2001-08-08,560,527,4731,377,2087,747
IDS36,2001-08-08,560,527,4731,371,2132,753
IDS36,2001-08-08,560,527,4731,371,2132,747
IDS36,2001-08-08,560,527,4731,371,2087,753
IDS36,2001-08-08,560,527,4731,371,2087,747
IDS36,2001-08-08,560,527,4646,377,2132,753
IDS36,2001-08-08,560,527,4646,377,2132,747
IDS36,2001-08-08,560,527,4646,377,2087,753
IDS36,2001-08-08,560,527,4646,377,2087,747
IDS36,2001-08-08,560,527,4646,371,2132,753
IDS36,2001-08-08,560,527,4646,371,2132,747
IDS36,2001-08-08,560,527,4646,371,2087,753
IDS36,2001-08-08,560,527,4646,371,2087,747
IDS36,2001-08-08,546,538,4731,377,2132,753
IDS36,2001-08-08,546,538,4731,377,2132,747
IDS36,2001-08-08,546,538,4731,377,2087,753
IDS36,2001-08-08,546,538,4731,377,2087,747
IDS36,2001-08-08,546,538,4731,371,2132,753
IDS36,2001-08-08,546,538,4731,371,2132,747
IDS36,2001-08-08,546,538,4731,371,2087,753
IDS36,2001-08-08,546,538,4731,371,2087,747
IDS36,2001-08-08,546,538,4646,377,2132,753
IDS36,2001-08-08,546,538,4646,377,2132,747
IDS36,2001-08-08,546,538,4646,377,2087,753
IDS36,2001-08-08,546,538,4646,377,2087,747
IDS36,2001-08-08,546,538,4646,371,2132,753
IDS36,2001-08-08,546,538,4646,371,2132,747
IDS36,2001-08-08,546,538,4646,371,2087,753
IDS36,2001-08-08,546,538,4646,371,2087,747
IDS36,2001-08-08,546,527,4731,377,2132,753
IDS36,2001-08-08,546,527,4731,377,2132,747
IDS36,2001-08-08,546,527,4731,377,2087,753
IDS36,2001-08-08,546,527,4731,377,2087,747
IDS36,2001-08-08,546,527,4731,371,2132,753
IDS36,2001-08-08,546,527,4731,371,2132,747
IDS36,2001-08-08,546,527,4731,371,2087,753
IDS36,2001-08-08,546,527,4731,371,2087,747
IDS36,2001-08-08,546,527,4646,377,2132,753
IDS36,2001-08-08,546,527,4646,377,2132,747
IDS36,2001-08-08,546,527,4646,377,2087,753
IDS36,2001-08-08,546,527,4646,377,2087,747
IDS36,2001-08-08,546,527,4646,371,2132,753
IDS36,2001-08-08,546,527,4646,371,2132,747
IDS36,2001-08-08,546,527,4646,371,2087,753
IDS36,2001-08-08,546,527,4646,371,2087,747
IDS36,2001-08-16,756,570,3215,286,702,247
IDS36,2001-08-16,756,570,3215,286,702,NA
IDS36,2001-08-16,756,570,3215,286,NA,247
IDS36,2001-08-16,756,570,3215,286,NA,NA
IDS36,2001-08-16,756,570,3215,NA,702,247
IDS36,2001-08-16,756,570,3215,NA,702,NA
IDS36,2001-08-16,756,570,3215,NA,NA,247
IDS36,2001-08-16,756,570,3215,NA,NA,NA
IDS36,2001-08-16,756,570,NA,286,702,247
IDS36,2001-08-16,756,570,NA,286,702,NA
